Roll no,test preparation ,gender,parental level of education,lunch,Section,practical score,viva score,exam score
EXA013437,completed,female,high school,standard,Section B,57,64,44
EXA013438,none,female,some college,free/reduced,Section E,64,90,63
EXA013439,completed,male,master's degree,free/reduced,Section D,86,80,71
EXA013440,completed,male,bachelor's degree,free/reduced,Section C,62,95,71
EXA013441,completed,female,associate's degree,free/reduced,Section C,97,72,80
EXA013442,none,female,high school,free/reduced,Section D,62,42,66
EXA013443,completed,female,associate's degree,standard,Section C,91,72,81
EXA013444,none,male,master's degree,free/reduced,Section B,60,87,82
EXA013445,completed,female,some high school,standard,Section E,59,48,60
EXA013446,completed,female,high school,free/reduced,Section D,75,86,72
EXA013447,none,female,high school,standard,Section E,79,70,64
EXA013448,completed,female,some college,free/reduced,Section C,79,61,61
EXA013449,completed,female,high school,free/reduced,Section D,34,84,53
EXA013450,none,female,high school,standard,Section C,49,76,59
EXA013451,completed,male,bachelor's degree,free/reduced,Section B,47,86,48
EXA013452,completed,male,high school,standard,Section C,78,61,90
EXA013453,completed,male,some high school,free/reduced,Section B,46,56,57
EXA013454,completed,female,high school,standard,Section C,72,65,52
EXA013455,none,female,some college,standard,Section B,45,87,88
EXA013456,completed,male,some college,standard,Section C,28,78,45
EXA013457,completed,female,some college,free/reduced,Section B,83,90,61
EXA013458,completed,female,some high school,standard,Section C,86,78,68
EXA013459,none,male,high school,standard,Section C,64,78,76
EXA013460,none,female,some high school,standard,Section D,65,61,71
EXA013461,completed,male,high school,standard,Section D,69,73,81
EXA013462,none,male,bachelor's degree,standard,Section B,66,59,85
EXA013463,none,male,high school,standard,Section E,41,83,60
EXA013464,none,male,associate's degree,standard,Section E,67,66,65
EXA013465,none,female,some high school,standard,Section B,57,54,72
EXA013466,completed,female,some college,standard,Section C,42,80,62
EXA013467,completed,male,high school,standard,Section E,75,88,69
EXA013468,none,male,some high school,standard,Section D,77,65,72
EXA013469,completed,male,high school,free/reduced,Section C,65,90,71
EXA013470,none,male,some high school,free/reduced,Section B,87,66,95
EXA013471,none,male,high school,free/reduced,Section D,72,86,85
EXA013472,none,male,some high school,standard,Section C,71,74,66
EXA013473,completed,female,high school,free/reduced,Section E,60,67,76
EXA013474,completed,male,associate's degree,free/reduced,Section A,67,60,67
EXA013475,none,female,associate's degree,free/reduced,Section E,54,58,47
EXA013476,none,female,associate's degree,standard,Section B,48,86,62
EXA013477,completed,male,some high school,standard,Section A,67,63,93
EXA013478,completed,male,high school,free/reduced,Section C,58,62,65
EXA013479,none,female,associate's degree,free/reduced,Section C,80,76,79
EXA013480,none,female,some college,free/reduced,Section A,84,48,65
EXA013481,none,male,some high school,standard,Section C,48,60,81
EXA013482,completed,female,high school,standard,Section D,55,86,96
EXA013483,none,female,associate's degree,standard,Section E,69,58,88
EXA013484,completed,male,associate's degree,standard,Section D,74,63,63
EXA013485,completed,female,some high school,free/reduced,Section C,62,56,93
EXA013486,none,male,associate's degree,free/reduced,Section C,76,48,79
EXA013487,completed,female,some high school,free/reduced,Section D,84,67,99
EXA013488,none,male,some high school,standard,Section E,93,76,66
EXA013489,none,female,associate's degree,standard,Section B,56,69,41
EXA013490,none,male,high school,free/reduced,Section D,52,88,74
EXA013491,none,male,associate's degree,standard,Section D,81,67,79
EXA013492,none,male,some high school,free/reduced,Section C,84,75,52
EXA013493,completed,male,associate's degree,free/reduced,Section B,55,81,84
EXA013494,none,male,some college,standard,Section D,54,92,66
EXA013495,none,male,high school,free/reduced,Section C,46,60,64
EXA013496,none,female,some high school,standard,Section C,48,65,81
EXA013497,none,male,some college,standard,Section B,79,53,78
EXA013498,completed,male,some college,standard,Section E,66,59,88
EXA013499,none,female,some college,standard,Section C,56,44,62
EXA013500,completed,male,bachelor's degree,free/reduced,Section C,60,78,47
EXA013501,none,male,bachelor's degree,free/reduced,Section B,75,72,69
EXA013502,none,female,high school,standard,Section A,79,83,84
EXA013503,none,male,high school,standard,Section C,41,78,78
EXA013504,none,female,high school,free/reduced,Section D,35,74,95
EXA013505,none,male,some high school,free/reduced,Section C,54,52,78
EXA013506,none,male,high school,standard,Section C,67,74,71
EXA013507,completed,female,some college,standard,Section D,85,35,59
EXA013508,completed,female,high school,free/reduced,Section B,92,72,63
EXA013509,none,male,bachelor's degree,standard,Section C,99,55,51
EXA013510,none,male,associate's degree,standard,Section A,52,72,81
EXA013511,none,female,some college,standard,Section D,73,64,72
EXA013512,none,male,high school,free/reduced,Section D,62,76,51
EXA013513,none,male,bachelor's degree,standard,Section C,75,47,76
EXA013514,completed,female,bachelor's degree,standard,Section B,90,79,94
EXA013515,completed,female,some college,standard,Section C,54,88,64
EXA013516,none,male,associate's degree,standard,Section C,81,91,89
EXA013517,completed,male,some high school,standard,Section D,74,84,70
EXA013518,none,female,some college,standard,Section C,68,68,88
EXA013519,none,female,some high school,standard,Section D,74,95,68
EXA013520,none,male,high school,standard,Section C,51,70,64
EXA013521,none,male,some high school,standard,Section B,68,77,59
EXA013522,none,female,high school,standard,Section C,69,85,56
EXA013523,none,male,some high school,free/reduced,Section C,100,48,91
EXA013524,none,male,associate's degree,standard,Section C,53,76,65
EXA013525,completed,male,associate's degree,standard,Section D,72,77,55
EXA013526,completed,male,associate's degree,free/reduced,Section C,50,62,69
EXA013527,completed,male,some college,standard,Section D,61,52,46
EXA013528,none,male,associate's degree,standard,Section D,65,80,64
EXA013529,none,female,some college,free/reduced,Section D,15,70,87
EXA013530,completed,female,master's degree,standard,Section D,64,68,57
EXA013531,completed,male,associate's degree,free/reduced,Section A,77,78,60
EXA013532,completed,male,high school,free/reduced,Section E,61,69,56
EXA013533,completed,female,some college,free/reduced,Section C,49,65,48
EXA013534,completed,female,high school,free/reduced,Section C,70,96,61
EXA013535,completed,male,some high school,standard,Section B,60,49,79
EXA013536,completed,female,master's degree,standard,Section C,84,69,66
EXA013537,none,male,some college,standard,Section C,51,69,82
EXA013538,none,male,high school,free/reduced,Section E,74,56,70
EXA013539,completed,female,high school,standard,Section B,64,75,70
EXA013540,none,male,associate's degree,free/reduced,Section B,67,48,72
EXA013541,none,male,high school,standard,Section B,76,67,97
EXA013542,completed,male,bachelor's degree,standard,Section C,70,76,60
EXA013543,completed,female,some college,standard,Section E,85,75,59
EXA013544,none,male,some college,standard,Section D,53,89,53
EXA013545,completed,female,associate's degree,standard,Section A,84,51,51
EXA013546,none,female,associate's degree,standard,Section C,55,73,36
EXA013547,completed,male,some college,standard,Section D,50,81,77
EXA013548,none,male,bachelor's degree,free/reduced,Section D,79,81,76
EXA013549,completed,female,high school,standard,Section B,81,37,70
EXA013550,none,male,associate's degree,free/reduced,Section B,89,62,77
EXA013551,completed,male,high school,standard,Section A,59,76,73
EXA013552,none,male,some high school,standard,Section C,82,86,48
EXA013553,completed,female,some high school,free/reduced,Section C,86,89,72
EXA013554,none,male,associate's degree,standard,Section D,41,70,43
EXA013555,completed,male,high school,standard,Section B,64,75,74
EXA013556,none,female,high school,standard,Section C,68,51,50
EXA013557,none,female,associate's degree,standard,Section B,74,81,70
EXA013558,completed,male,high school,standard,Section C,44,72,56
EXA013559,none,female,some college,standard,Section C,34,100,75
EXA013560,none,male,high school,free/reduced,Section C,45,56,46
EXA013561,completed,male,some college,standard,Section E,83,82,74
EXA013562,none,male,some college,free/reduced,Section C,55,38,85
EXA013563,completed,female,some high school,free/reduced,Section B,61,74,92
EXA013564,none,female,some college,standard,Section B,81,59,86
EXA013565,none,female,some college,free/reduced,Section E,45,58,69
EXA013566,completed,male,bachelor's degree,standard,Section D,71,57,100
EXA013567,none,female,some college,standard,Section B,62,93,64
EXA013568,completed,female,bachelor's degree,standard,Section B,78,54,86
EXA013569,completed,female,some college,standard,Section B,76,86,85
EXA013570,none,female,bachelor's degree,standard,Section D,73,86,46
EXA013571,completed,female,some high school,standard,Section E,82,69,80
EXA013572,none,male,high school,standard,Section A,69,67,77
EXA013573,none,male,some college,free/reduced,Section C,72,89,64
EXA013574,none,female,associate's degree,standard,Section D,72,64,58
EXA013575,completed,male,some college,standard,Section E,57,63,79
EXA013576,none,female,some college,standard,Section B,83,90,67
EXA013577,none,female,high school,standard,Section A,68,77,66
EXA013578,none,male,bachelor's degree,free/reduced,Section B,62,73,84
EXA013579,completed,female,some college,free/reduced,Section B,99,72,76
EXA013580,none,female,high school,standard,Section C,88,43,61
EXA013581,completed,male,some college,standard,Section E,56,67,98
EXA013582,completed,female,high school,free/reduced,Section D,68,48,51
EXA013583,completed,male,some college,free/reduced,Section D,75,72,63
EXA013584,none,male,some high school,standard,Section C,45,93,73
EXA013585,completed,male,associate's degree,standard,Section A,72,64,57
EXA013586,completed,male,associate's degree,standard,Section E,99,52,72
EXA013587,completed,male,some high school,standard,Section D,76,85,46
EXA013588,none,female,associate's degree,free/reduced,Section E,64,71,62
EXA013589,none,male,high school,standard,Section C,56,85,74
EXA013590,completed,female,some college,free/reduced,Section C,74,87,78
EXA013591,none,female,bachelor's degree,standard,Section D,97,63,89
EXA013592,none,male,some college,free/reduced,Section E,83,57,51
EXA013593,none,male,some high school,standard,Section C,55,76,74
EXA013594,completed,male,associate's degree,standard,Section D,77,38,87
EXA013595,none,male,some college,standard,Section D,78,62,82
EXA013596,none,male,some college,free/reduced,Section C,89,98,27
EXA013597,completed,female,some high school,free/reduced,Section C,78,66,62
EXA013598,completed,female,bachelor's degree,standard,Section C,33,65,70
EXA013599,none,female,associate's degree,free/reduced,Section D,66,99,78
EXA013600,none,female,associate's degree,standard,Section B,87,75,87
EXA013601,completed,male,some college,standard,Section C,50,76,67
EXA013602,none,female,high school,standard,Section E,79,67,78
EXA013603,none,female,high school,free/reduced,Section B,70,57,55
EXA013604,none,male,bachelor's degree,standard,Section D,47,69,75
EXA013605,none,male,some high school,standard,Section E,80,73,71
EXA013606,none,male,some college,free/reduced,Section D,91,67,99
EXA013607,completed,female,associate's degree,free/reduced,Section E,78,62,54
EXA013608,none,male,some college,standard,Section D,56,60,78
EXA013609,completed,male,some high school,free/reduced,Section B,54,65,41
EXA013610,none,male,some college,standard,Section C,79,70,65
EXA013611,none,female,high school,free/reduced,Section C,93,58,59
EXA013612,completed,male,associate's degree,free/reduced,Section E,74,63,54
EXA013613,completed,female,some high school,standard,Section D,83,47,61
EXA013614,none,male,some high school,standard,Section C,90,56,91
EXA013615,none,male,some high school,standard,Section E,62,63,50
EXA013616,none,female,high school,standard,Section E,58,72,87
EXA013617,none,male,some high school,standard,Section D,73,53,78
EXA013618,none,male,some college,free/reduced,Section C,63,78,70
